Student_ID,Skill_ID
STU0345,SK011
STU0345,SK008
STU0345,SK006
STU0345,SK002
STU0346,SK019
STU0346,SK001
STU0346,SK020
STU0347,SK001
STU0347,SK019
STU0347,SK004
STU0348,SK004
STU0348,SK001
STU0348,SK002
STU0349,SK001
STU0349,SK002
STU0349,SK011
STU0349,SK012
STU0349,SK007
STU0349,SK006
STU0349,SK008
STU0350,SK001
STU0350,SK012
STU0350,SK011
STU0350,SK006
STU0350,SK008
STU0351,SK004
STU0351,SK001
STU0351,SK014
STU0351,SK002
STU0351,SK019
STU0352,SK001
STU0352,SK012
STU0352,SK011
STU0352,SK008
STU0352,SK006
STU0353,SK001
STU0353,SK002
STU0353,SK003
STU0353,SK014
STU0353,SK006
STU0353,SK019
STU0353,SK008
STU0354,SK001
STU0354,SK019
STU0354,SK004
STU0354,SK014
STU0354,SK002
STU0355,SK001
STU0355,SK002
STU0355,SK003
STU0355,SK014
STU0355,SK005
STU0355,SK015
STU0355,SK017
STU0356,SK004
STU0356,SK001
STU0356,SK019
STU0356,SK014
STU0356,SK002
STU0357,SK001
STU0357,SK012
STU0357,SK011
STU0357,SK008
STU0358,SK001
STU0358,SK012
STU0358,SK011
STU0358,SK002
STU0358,SK008
STU0359,SK019
STU0359,SK001
STU0359,SK020
STU0360,SK001
STU0360,SK002
STU0360,SK003
STU0360,SK014
STU0360,SK008
STU0360,SK015
STU0361,SK001
STU0361,SK002
STU0361,SK011
STU0361,SK012
STU0361,SK007
STU0362,SK001
STU0362,SK019
STU0362,SK014
STU0362,SK002
STU0362,SK004
STU0363,SK019
STU0363,SK001
STU0364,SK004
STU0364,SK001
STU0364,SK002
STU0364,SK014
STU0364,SK019
STU0365,SK001
STU0365,SK002
STU0365,SK003
STU0365,SK014
STU0365,SK006
STU0365,SK019
STU0365,SK008
STU0366,SK001
STU0366,SK012
STU0366,SK011
STU0366,SK006
STU0366,SK008
STU0366,SK002
STU0367,SK019
STU0367,SK001
STU0368,SK001
STU0368,SK019
STU0368,SK004
STU0368,SK002
STU0369,SK001
STU0369,SK012
STU0369,SK011
STU0369,SK006
STU0370,SK019
STU0370,SK001
STU0370,SK020
STU0371,SK001
STU0371,SK002
STU0371,SK011
STU0371,SK012
STU0371,SK010
STU0371,SK007
STU0371,SK008
STU0372,SK001
STU0372,SK002
STU0372,SK003
STU0372,SK014
STU0372,SK008
STU0373,SK001
STU0373,SK002
STU0373,SK003
STU0373,SK014
STU0373,SK006
STU0373,SK019
STU0374,SK001
STU0374,SK002
STU0374,SK011
STU0374,SK012
STU0374,SK010
STU0374,SK008
STU0375,SK001
STU0375,SK002
STU0375,SK003
STU0375,SK014
STU0375,SK008
STU0375,SK005
STU0376,SK019
STU0376,SK001
STU0376,SK020
STU0377,SK001
STU0377,SK019
STU0377,SK004
STU0377,SK002
STU0377,SK014
STU0378,SK019
STU0378,SK020
STU0378,SK001
STU0379,SK019
STU0379,SK020
STU0380,SK001
STU0380,SK002
STU0380,SK003
STU0380,SK014
STU0380,SK008
STU0380,SK017
STU0380,SK005
STU0381,SK001
STU0381,SK002
STU0381,SK003
STU0381,SK014
STU0381,SK006
STU0381,SK019
STU0381,SK008
STU0382,SK019
STU0382,SK001
STU0382,SK020
STU0383,SK001
STU0383,SK012
STU0383,SK011
STU0383,SK002
STU0383,SK008
STU0383,SK006
STU0384,SK001
STU0384,SK012
STU0384,SK011
STU0384,SK008
STU0384,SK006
STU0385,SK001
STU0385,SK019
STU0385,SK002
STU0386,SK001
STU0386,SK002
STU0386,SK003
STU0386,SK014
STU0386,SK008
STU0387,SK019
STU0387,SK020
STU0387,SK001
STU0388,SK004
STU0388,SK001
STU0388,SK002
STU0388,SK019
STU0389,SK001
STU0389,SK012
STU0389,SK011
STU0389,SK006
STU0390,SK019
STU0390,SK001
STU0391,SK001
STU0391,SK012
STU0391,SK011
STU0391,SK008
STU0392,SK001
STU0392,SK002
STU0392,SK011
STU0392,SK012
STU0392,SK008
STU0392,SK010
STU0392,SK007
STU0393,SK019
STU0393,SK020
STU0394,SK001
STU0394,SK002
STU0394,SK003
STU0394,SK014
STU0394,SK008
STU0395,SK004
STU0395,SK001
STU0395,SK014
STU0395,SK002
STU0395,SK019
STU0396,SK001
STU0396,SK002
STU0396,SK003
STU0396,SK014
STU0396,SK019
STU0396,SK008
STU0396,SK006
STU0397,SK001
STU0397,SK002
STU0397,SK003
STU0397,SK014
STU0397,SK008
STU0397,SK006
STU0397,SK019
STU0398,SK001
STU0398,SK019
STU0398,SK002
STU0398,SK014
STU0399,SK019
STU0399,SK001
STU0400,SK004
STU0400,SK001
STU0400,SK002
STU0400,SK019
STU0400,SK014
STU0401,SK019
STU0401,SK001
STU0402,SK001
STU0402,SK002
STU0402,SK003
STU0402,SK014
STU0402,SK005
STU0403,SK001
STU0403,SK002
STU0403,SK003
STU0403,SK014
STU0403,SK008
STU0403,SK006
STU0404,SK019
STU0404,SK001
STU0405,SK001
STU0405,SK002
STU0405,SK003
STU0405,SK014
STU0405,SK006
STU0405,SK008
STU0405,SK019
STU0406,SK019
STU0406,SK001
STU0406,SK020
STU0407,SK019
STU0407,SK020
STU0407,SK001
STU0408,SK019
STU0408,SK020
STU0408,SK001
STU0409,SK001
STU0409,SK012
STU0409,SK011
STU0409,SK006
STU0409,SK002
STU0409,SK008
STU0410,SK001
STU0410,SK002
STU0410,SK003
STU0410,SK014
STU0410,SK015
STU0410,SK017
STU0411,SK001
STU0411,SK002
STU0411,SK003
STU0411,SK014
STU0411,SK019
STU0412,SK019
STU0412,SK020
STU0412,SK001
STU0413,SK001
STU0413,SK002
STU0413,SK003
STU0413,SK014
STU0413,SK008
STU0413,SK006
STU0414,SK001
STU0414,SK002
STU0414,SK003
STU0414,SK014
STU0414,SK008
STU0415,SK001
STU0415,SK002
STU0415,SK003
STU0415,SK014
STU0415,SK019
STU0416,SK019
STU0416,SK020
STU0417,SK001
STU0417,SK002
STU0417,SK003
STU0417,SK014
STU0417,SK008
STU0418,SK001
STU0418,SK002
STU0418,SK003
STU0418,SK014
STU0418,SK006
STU0419,SK019
STU0419,SK001
STU0420,SK001
STU0420,SK002
STU0420,SK003
STU0420,SK014
STU0420,SK015
STU0420,SK008
STU0420,SK005
STU0421,SK001
STU0421,SK002
STU0421,SK003
STU0421,SK014
STU0421,SK008
STU0422,SK001
STU0422,SK019
STU0422,SK004
STU0423,SK001
STU0423,SK019
STU0423,SK014
STU0424,SK001
STU0424,SK002
STU0424,SK003
STU0424,SK014
STU0424,SK015
STU0425,SK001
STU0425,SK019
STU0425,SK014
STU0425,SK002
STU0425,SK004
STU0426,SK019
STU0426,SK020
STU0427,SK001
STU0427,SK019
STU0427,SK014
STU0428,SK001
STU0428,SK012
STU0428,SK011
STU0428,SK008
STU0429,SK019
STU0429,SK020
STU0429,SK001
STU0430,SK001
STU0430,SK002
STU0430,SK003
STU0430,SK014
STU0430,SK005
STU0430,SK017
STU0431,SK001
STU0431,SK012
STU0431,SK011
STU0431,SK006
STU0431,SK002
STU0431,SK008
STU0432,SK001
STU0432,SK002
STU0432,SK003
STU0432,SK014
STU0432,SK008
STU0432,SK019
STU0433,SK019
STU0433,SK001
STU0434,SK004
STU0434,SK001
STU0434,SK014
STU0434,SK019
STU0434,SK002
STU0435,SK001
STU0435,SK012
STU0435,SK011
STU0435,SK008
STU0435,SK002
STU0436,SK001
STU0436,SK002
STU0436,SK011
STU0436,SK012
STU0436,SK008
STU0437,SK001
STU0437,SK002
STU0437,SK003
STU0437,SK014
STU0437,SK017
STU0437,SK008
STU0438,SK001
STU0438,SK002
STU0438,SK011
STU0438,SK012
STU0438,SK008
STU0439,SK001
STU0439,SK002
STU0439,SK011
STU0439,SK012
STU0439,SK008
STU0439,SK006
STU0439,SK010
STU0440,SK001
STU0440,SK019
STU0440,SK004
STU0440,SK002
STU0441,SK004
STU0441,SK001
STU0441,SK014
STU0442,SK019
STU0442,SK020
STU0442,SK001
STU0443,SK004
STU0443,SK001
STU0443,SK019
STU0443,SK002
STU0443,SK014
STU0444,SK001
STU0444,SK002
STU0444,SK003
STU0444,SK014
STU0444,SK017
STU0444,SK005
STU0444,SK008
STU0445,SK019
STU0445,SK020
STU0446,SK019
STU0446,SK020
STU0446,SK001
STU0447,SK001
STU0447,SK002
STU0447,SK003
STU0447,SK014
STU0447,SK017
STU0447,SK015
STU0448,SK001
STU0448,SK019
STU0448,SK004
STU0448,SK002
STU0449,SK004
STU0449,SK001
STU0449,SK002
STU0449,SK019
STU0450,SK001
STU0450,SK002
STU0450,SK011
STU0450,SK012
STU0450,SK010
STU0450,SK007
STU0450,SK006
STU0451,SK019
STU0451,SK020
STU0451,SK001
STU0452,SK001
STU0452,SK002
STU0452,SK011
STU0452,SK012
STU0452,SK006
STU0453,SK001
STU0453,SK019
STU0453,SK002
STU0453,SK014
STU0454,SK019
STU0454,SK020
STU0455,SK001
STU0455,SK002
STU0455,SK011
STU0455,SK012
STU0455,SK010
STU0455,SK008
STU0455,SK006
STU0456,SK019
STU0456,SK020
STU0456,SK001
STU0457,SK001
STU0457,SK002
STU0457,SK003
STU0457,SK014
STU0457,SK006
STU0457,SK008
STU0457,SK019
STU0458,SK001
STU0458,SK002
STU0458,SK003
STU0458,SK014
STU0458,SK005
STU0458,SK008
STU0459,SK019
STU0459,SK001
STU0460,SK019
STU0460,SK020
STU0460,SK001
STU0461,SK004
STU0461,SK001
STU0461,SK019
STU0461,SK002
STU0462,SK001
STU0462,SK012
STU0462,SK011
STU0462,SK006
STU0463,SK001
STU0463,SK002
STU0463,SK003
STU0463,SK014
STU0463,SK006
STU0463,SK008
STU0463,SK019
STU0464,SK001
STU0464,SK002
STU0464,SK003
STU0464,SK014
STU0464,SK008
STU0464,SK005
STU0464,SK017
STU0465,SK001
STU0465,SK002
STU0465,SK011
STU0465,SK012
STU0465,SK010
STU0465,SK007
STU0466,SK019
STU0466,SK001
STU0466,SK020
STU0467,SK001
STU0467,SK002
STU0467,SK003
STU0467,SK014
STU0467,SK019
STU0468,SK019
STU0468,SK020
STU0468,SK001
STU0469,SK001
STU0469,SK002
STU0469,SK011
STU0469,SK012
STU0469,SK006
STU0469,SK008
STU0469,SK010
STU0470,SK001
STU0470,SK012
STU0470,SK011
STU0470,SK006
STU0470,SK008
STU0471,SK019
STU0471,SK001
STU0471,SK020
STU0472,SK001
STU0472,SK012
STU0472,SK011
STU0472,SK008
STU0472,SK006
STU0473,SK019
STU0473,SK001
STU0474,SK019
STU0474,SK020
STU0475,SK001
STU0475,SK002
STU0475,SK003
STU0475,SK014
STU0475,SK006
STU0475,SK019
STU0475,SK008
STU0476,SK001
STU0476,SK012
STU0476,SK011
STU0476,SK008
STU0476,SK006
STU0477,SK001
STU0477,SK019
STU0477,SK004
STU0477,SK014
STU0478,SK019
STU0478,SK001
STU0478,SK020
STU0479,SK001
STU0479,SK002
STU0479,SK011
STU0479,SK012
STU0479,SK006
STU0479,SK007
STU0479,SK010
STU0480,SK001
STU0480,SK019
STU0480,SK014
STU0481,SK004
STU0481,SK001
STU0481,SK019
STU0481,SK002
STU0481,SK014
STU0482,SK019
STU0482,SK001
STU0483,SK004
STU0483,SK001
STU0483,SK019
STU0483,SK014
STU0484,SK001
STU0484,SK002
STU0484,SK011
STU0484,SK012
STU0484,SK007
STU0485,SK004
STU0485,SK001
STU0485,SK014
STU0485,SK019
STU0486,SK019
STU0486,SK001
STU0486,SK020
STU0487,SK019
STU0487,SK020
STU0488,SK001
STU0488,SK012
STU0488,SK011
STU0488,SK008
STU0488,SK006
STU0489,SK001
STU0489,SK002
STU0489,SK011
STU0489,SK012
STU0489,SK007
STU0490,SK004
STU0490,SK001
STU0490,SK019
STU0490,SK014
STU0491,SK001
STU0491,SK002
STU0491,SK011
STU0491,SK012
STU0491,SK010
STU0491,SK006
STU0491,SK007
STU0492,SK001
STU0492,SK012
STU0492,SK011
STU0492,SK002
STU0492,SK006
STU0492,SK008
STU0493,SK001
STU0493,SK019
STU0493,SK002
STU0493,SK014
STU0494,SK001
STU0494,SK012
STU0494,SK011
STU0494,SK006
STU0494,SK008
STU0494,SK002
STU0495,SK001
STU0495,SK002
STU0495,SK003
STU0495,SK014
STU0495,SK005
STU0495,SK015
STU0496,SK001
STU0496,SK012
STU0496,SK011
STU0496,SK006
STU0497,SK001
STU0497,SK012
STU0497,SK011
STU0497,SK008
STU0498,SK019
STU0498,SK001
STU0498,SK020
STU0499,SK001
STU0499,SK012
STU0499,SK011
STU0499,SK002
STU0499,SK008
STU0500,SK001
STU0500,SK019
STU0500,SK004
STU0500,SK014
STU0501,SK001
STU0501,SK002
STU0501,SK003
STU0501,SK014
STU0501,SK005
STU0501,SK015
STU0501,SK008
STU0502,SK001
STU0502,SK002
STU0502,SK003
STU0502,SK014
STU0502,SK008
STU0502,SK005
STU0502,SK015
STU0503,SK001
STU0503,SK002
STU0503,SK003
STU0503,SK014
STU0503,SK006
STU0504,SK001
STU0504,SK002
STU0504,SK011
STU0504,SK012
STU0504,SK006
STU0504,SK010
STU0504,SK008
STU0505,SK019
STU0505,SK020
STU0505,SK001
STU0506,SK004
STU0506,SK001
STU0506,SK014
STU0507,SK019
STU0507,SK020
STU0508,SK001
STU0508,SK002
STU0508,SK003
STU0508,SK014
STU0508,SK015
STU0509,SK001
STU0509,SK002
STU0509,SK003
STU0509,SK014
STU0509,SK006
STU0509,SK019
STU0509,SK008
STU0510,SK001
STU0510,SK012
STU0510,SK011
STU0510,SK006
STU0510,SK008
STU0510,SK002
STU0511,SK001
STU0511,SK019
STU0511,SK004
STU0511,SK014
STU0511,SK002
STU0512,SK001
STU0512,SK002
STU0512,SK011
STU0512,SK012
STU0512,SK008
STU0513,SK001
STU0513,SK002
STU0513,SK011
STU0513,SK012
STU0513,SK008
STU0514,SK001
STU0514,SK002
STU0514,SK011
STU0514,SK012
STU0514,SK010
STU0514,SK007
STU0515,SK019
STU0515,SK020
STU0516,SK001
STU0516,SK002
STU0516,SK003
STU0516,SK014
STU0516,SK005
STU0516,SK015
STU0516,SK008
STU0517,SK001
STU0517,SK002
STU0517,SK011
STU0517,SK012
STU0517,SK006
STU0517,SK008
STU0518,SK001
STU0518,SK019
STU0518,SK014
STU0518,SK002
STU0519,SK001
STU0519,SK002
STU0519,SK003
STU0519,SK014
STU0519,SK005
STU0519,SK008
STU0519,SK015
STU0520,SK004
STU0520,SK001
STU0520,SK019
STU0520,SK014
STU0521,SK001
STU0521,SK002
STU0521,SK003
STU0521,SK014
STU0521,SK019
STU0521,SK006
STU0522,SK019
STU0522,SK020
STU0522,SK001
STU0523,SK019
STU0523,SK020
STU0524,SK001
STU0524,SK002
STU0524,SK003
STU0524,SK014
STU0524,SK008
STU0525,SK001
STU0525,SK012
STU0525,SK011
STU0525,SK002
STU0525,SK008
STU0525,SK006
STU0526,SK001
STU0526,SK002
STU0526,SK003
STU0526,SK014
STU0526,SK019
STU0527,SK001
STU0527,SK019
STU0527,SK014
STU0527,SK002
STU0528,SK001
STU0528,SK002
STU0528,SK003
STU0528,SK014
STU0528,SK008
STU0528,SK019
STU0529,SK001
STU0529,SK002
STU0529,SK003
STU0529,SK014
STU0529,SK008
STU0529,SK019
STU0530,SK019
STU0530,SK001
STU0531,SK019
STU0531,SK001
STU0532,SK001
STU0532,SK002
STU0532,SK003
STU0532,SK014
STU0532,SK017
STU0533,SK004
STU0533,SK001
STU0533,SK002
STU0533,SK014
STU0534,SK001
STU0534,SK012
STU0534,SK011
STU0534,SK002
STU0534,SK008
STU0535,SK019
STU0535,SK001
STU0535,SK020
STU0536,SK019
STU0536,SK001
STU0537,SK019
STU0537,SK020
STU0537,SK001
STU0538,SK004
STU0538,SK001
STU0538,SK019
STU0539,SK001
STU0539,SK012
STU0539,SK011
STU0539,SK008
STU0539,SK002
STU0539,SK006
STU0540,SK001
STU0540,SK002
STU0540,SK011
STU0540,SK012
STU0540,SK010
STU0540,SK006
STU0540,SK007
STU0541,SK019
STU0541,SK020
STU0541,SK001
STU0542,SK001
STU0542,SK002
STU0542,SK003
STU0542,SK014
STU0542,SK017
STU0542,SK005
STU0543,SK004
STU0543,SK001
STU0543,SK014
STU0544,SK004
STU0544,SK001
STU0544,SK014
STU0545,SK001
STU0545,SK002
STU0545,SK003
STU0545,SK014
STU0545,SK006
STU0545,SK019
STU0546,SK001
STU0546,SK019
STU0546,SK014
STU0546,SK002
STU0546,SK004
STU0547,SK001
STU0547,SK002
STU0547,SK011
STU0547,SK012
STU0547,SK007
STU0548,SK019
STU0548,SK001
STU0549,SK001
STU0549,SK002
STU0549,SK003
STU0549,SK014
STU0549,SK017
STU0549,SK005
STU0549,SK015
STU0550,SK001
STU0550,SK019
STU0550,SK004
STU0550,SK002
STU0551,SK001
STU0551,SK002
STU0551,SK011
STU0551,SK012
STU0551,SK010
STU0551,SK008
STU0552,SK001
STU0552,SK002
STU0552,SK003
STU0552,SK014
STU0552,SK015
STU0552,SK008
STU0553,SK019
STU0553,SK020
STU0554,SK001
STU0554,SK002
STU0554,SK011
STU0554,SK012
STU0554,SK007
STU0554,SK008
STU0555,SK001
STU0555,SK002
STU0555,SK011
STU0555,SK012
STU0555,SK008
STU0555,SK007
STU0555,SK010
STU0556,SK001
STU0556,SK002
STU0556,SK003
STU0556,SK014
STU0556,SK017
STU0556,SK005
STU0557,SK001
STU0557,SK002
STU0557,SK003
STU0557,SK014
STU0557,SK015
STU0558,SK019
STU0558,SK001
STU0558,SK020
STU0559,SK019
STU0559,SK020
STU0559,SK001
STU0560,SK019
STU0560,SK001
STU0560,SK020
STU0561,SK001
STU0561,SK002
STU0561,SK003
STU0561,SK014
STU0561,SK008
STU0561,SK006
STU0562,SK004
STU0562,SK001
STU0562,SK014
STU0562,SK019
STU0563,SK001
STU0563,SK002
STU0563,SK003
STU0563,SK014
STU0563,SK008
STU0563,SK006
STU0564,SK001
STU0564,SK012
STU0564,SK011
STU0564,SK002
STU0564,SK006
STU0565,SK001
STU0565,SK002
STU0565,SK011
STU0565,SK012
STU0565,SK010
STU0565,SK006
STU0565,SK007
STU0566,SK019
STU0566,SK020
STU0567,SK001
STU0567,SK002
STU0567,SK011
STU0567,SK012
STU0567,SK006
STU0568,SK004
STU0568,SK001
STU0568,SK014
STU0568,SK002
STU0569,SK019
STU0569,SK001
STU0570,SK019
STU0570,SK001
STU0571,SK001
STU0571,SK019
STU0571,SK004
STU0571,SK002
STU0572,SK001
STU0572,SK002
STU0572,SK003
STU0572,SK014
STU0572,SK017
STU0572,SK015
STU0572,SK005
STU0573,SK001
STU0573,SK012
STU0573,SK011
STU0573,SK002
STU0574,SK001
STU0574,SK019
STU0574,SK002
STU0574,SK004
STU0575,SK001
STU0575,SK002
STU0575,SK003
STU0575,SK014
STU0575,SK019
STU0575,SK008
STU0575,SK006
STU0576,SK001
STU0576,SK002
STU0576,SK003
STU0576,SK014
STU0576,SK015
STU0576,SK017
STU0577,SK019
STU0577,SK001
STU0578,SK019
STU0578,SK020
STU0579,SK001
STU0579,SK002
STU0579,SK003
STU0579,SK014
STU0579,SK019
STU0579,SK008
STU0579,SK006
STU0580,SK019
STU0580,SK020
STU0581,SK001
STU0581,SK019
STU0581,SK004
STU0581,SK002
STU0581,SK014
STU0582,SK001
STU0582,SK002
STU0582,SK003
STU0582,SK014
STU0582,SK015
STU0582,SK017
STU0582,SK008
STU0583,SK001
STU0583,SK002
STU0583,SK003
STU0583,SK014
STU0583,SK008
STU0584,SK019
STU0584,SK020
STU0585,SK001
STU0585,SK019
STU0585,SK004
STU0586,SK019
STU0586,SK020
STU0587,SK019
STU0587,SK020
STU0588,SK001
STU0588,SK002
STU0588,SK003
STU0588,SK014
STU0588,SK017
STU0588,SK005
STU0589,SK019
STU0589,SK001
STU0589,SK020
STU0590,SK001
STU0590,SK002
STU0590,SK003
STU0590,SK014
STU0590,SK006
STU0590,SK008
STU0590,SK019
STU0591,SK001
STU0591,SK002
STU0591,SK003
STU0591,SK014
STU0591,SK006
STU0591,SK019
STU0592,SK019
STU0592,SK020
STU0592,SK001
STU0593,SK019
STU0593,SK020
STU0593,SK001
STU0594,SK001
STU0594,SK019
STU0594,SK014
STU0594,SK004
STU0594,SK002
STU0595,SK019
STU0595,SK001
STU0596,SK001
STU0596,SK002
STU0596,SK011
STU0596,SK012
STU0596,SK008
STU0596,SK006
STU0596,SK007
STU0597,SK019
STU0597,SK001
STU0598,SK001
STU0598,SK002
STU0598,SK003
STU0598,SK014
STU0598,SK005
STU0599,SK001
STU0599,SK012
STU0599,SK011
STU0599,SK006
STU0599,SK008
STU0600,SK001
STU0600,SK002
STU0600,SK011
STU0600,SK012
STU0600,SK008
STU0600,SK007
STU0600,SK006
